173.143,3025,
123.141,3600,
197.316,4225,
79.0772,4900,
280.654,5625,
123.382,6400,
247.848,7225,
146.047,8100,
237.645,9025,
26.8402,10000,
58.1405,11025,
35.9839,12100,
46.0703,13225,
30.9764,14400,
76.8475,15625,
48.1654,16900,
80.5744,18225,
42.4358,19600,
54.436,21025,
21.7352,22500,
36.4599,24025,
18.4251,25600,
19.3346,27225,
21.6294,28900,
42.6308,30625,
24.6665,32400,
25.2628,34225,
27.4707,36100,
32.2775,38025,
