1000, 0, 25, 0, 25
10000, 0, 234, 0, 234
100000, 0.0856898, 2334, 2, 2332
1000000, 0.0428486, 23338, 10, 23328
1000, 0, 24, 0, 24
10000, 0, 236, 0, 236
100000, 0.0422654, 2366, 1, 2365
1000000, 0.415157, 24569, 102, 24467
