20;18.771;17.5405;16.3066;15.0673;13.8201;12.5618;11.2887;9.99548;8.67582;7.32146;5.92268;4.47043;2.96504;1.44105;0;0;0;0;0;0;0;0;0;0;0;-1.43611;-2.95581;-4.45795;-5.90804;-7.30568;-8.65978;-9.97994;-11.2742;-12.549;-13.8091;-15.0585;-16.3001;-17.5362;-18.769;-20
20;18.7769;17.5525;16.3254;15.0939;13.856;12.6093;11.3509;10.0772;8.78365;7.46516;6.11588;4.72918;3.29452;1.7757;0;0;0;0;0;0;0;0;0;0;0;-1.76866;-3.28293;-4.71453;-6.09936;-7.44778;-8.76626;-10.0605;-11.3356;-12.5957;-13.8444;-15.0846;-16.3185;-17.548;-18.7747;-20
20;18.7846;17.5684;16.3502;15.1289;13.9031;12.6712;11.4314;10.1815;8.91922;7.64225;6.34877;5.03775;3.7095;2.36794;1.04566;0;0;0;0;0;0;0;0;0;-1.03962;-2.35665;-3.6944;-5.02011;-6.3297;-7.62271;-8.9;-10.1633;-11.4148;-12.6566;-13.8907;-15.1189;-16.3428;-17.5635;-18.7823;-20
20;18.7939;17.5874;16.3798;15.1705;13.9588;12.7439;11.5249;10.3012;9.07237;7.83863;6.60167;5.36564;4.13944;2.94197;1.8152;0.84128;0;0;0;0;0;0;0;-0.833978;-1.80265;-2.92536;-4.11992;-5.34428;-6.57945;-7.81641;-9.0509;-10.2811;-11.5067;-12.7279;-13.9454;-15.1598;-16.3718;-17.5822;-18.7914;-20
20;18.8043;17.6087;16.4129;15.2168;14.0203;12.8234;11.6263;10.4293;9.23351;8.04119;6.85634;5.68607;4.54259;3.44675;2.43283;1.55038;0.850425;0.477053;0.219643;0;-0.212229;-0.466724;-0.837906;-1.53402;-2.41295;-3.42408;-4.518;-5.66042;-6.83049;-8.01589;-9.20943;-10.407;-11.6062;-12.806;-14.0057;-15.2052;-16.4043;-17.6031;-18.8016;-20
20;18.8155;17.6314;16.448;15.2657;14.085;12.9063;11.7307;10.5593;9.39449;8.23944;7.09938;5.98231;4.90036;3.8714;2.92033;2.07788;1.37478;0.838422;0.401619;0.00856025;-0.382477;-0.817283;-1.35171;-2.05251;-2.89284;-3.84228;-4.87028;-5.952;-7.06955;-8.21076;-9.36755;-10.5346;-11.7086;-12.8872;-14.0691;-15.2531;-16.4387;-17.6253;-18.8125;-20
20;18.827;17.6547;16.484;15.3156;14.1503;12.9893;11.8341;10.6864;9.54917;8.4261;7.32262;6.24634;5.20764;4.22025;3.30087;2.46723;1.73319;1.10068;0.539973;0.0149104;-0.50948;-1.0691;-1.70041;-2.43321;-3.26582;-4.18458;-5.1719;-6.21114;-7.28859;-8.39382;-9.51917;-10.6592;-11.8099;-12.9685;-14.133;-15.3019;-16.4739;-17.6481;-18.8238;-20
20;18.8384;17.678;16.5197;15.3647;14.2143;13.0699;11.9333;10.8068;9.69335;8.59676;7.5221;6.47591;5.46643;4.50346;3.59761;2.75844;1.99108;1.29169;0.642812;0.020296;-0.601981;-1.25038;-1.94926;-2.71621;-3.55523;-4.46131;-5.42502;-6.43577;-7.48379;-8.5608;-9.6602;-10.7769;-11.9069;-13.0472;-14.1955;-15.3499;-16.5088;-17.6708;-18.835;-20
20;18.8495;17.7005;16.5541;15.4119;14.2753;13.1461;12.0262;10.918;9.82454;8.74931;7.69674;6.67216;5.68174;4.73215;3.82983;2.9795;2.18214;1.43282;0.71942;0.0250617;-0.669252;-1.3826;-2.13197;-2.92957;-3.78047;-4.68376;-5.63478;-6.62715;-7.65418;-8.70966;-9.78822;-10.8854;-11.9975;-13.1215;-14.255;-15.3959;-16.5423;-17.6928;-18.8458;-20
20;18.86;17.7217;16.5865;15.4561;14.3321;13.2164;12.1111;11.0186;9.94153;8.8832;7.84726;6.83786;5.85945;4.91641;4.01241;3.14939;2.32645;1.53872;0.777109;0.0293247;-0.718531;-1.48039;-2.2686;-3.09233;-3.9565;-4.8621;-5.8072;-6.78815;-7.80057;-8.83995;-9.90211;-10.9833;-12.0802;-13.1901;-14.3104;-15.439;-16.5739;-17.7135;-18.856;-20
20;18.8698;17.7413;16.6164;15.4966;14.3839;13.2801;12.1873;11.1078;10.0441;8.99891;7.97529;6.97636;6.00523;5.06465;4.15649;3.28117;2.4369;1.61925;0.821081;0.0331332;-0.754968;-1.55361;-2.37209;-3.21758;-4.09456;-5.00484;-5.94802;-6.92222;-7.92467;-8.95222;-10.0017;-11.07;-12.1542;-13.2519;-14.3607;-15.4784;-16.603;-17.7326;-18.8655;-20
20;18.8786;17.7591;16.6433;15.533;14.4301;13.3365;12.2543;11.1855;10.1325;9.09743;8.08285;7.09103;6.12408;5.18361;4.2704;3.38395;2.52217;1.68108;0.854927;0.0365093;-0.782123;-1.60893;-2.45112;-3.31448;-4.203;-5.11878;-6.06231;-7.0328;-8.02859;-9.04755;-10.0873;-11.1453;-12.2192;-13.3067;-14.4056;-15.5137;-16.6291;-17.7499;-18.8741;-20
20;18.8864;17.7748;16.667;15.5649;14.4705;13.3855;12.3121;11.252;10.2073;9.18006;8.17203;7.18495;6.22021;5.27863;4.36029;3.46422;2.58823;1.72879;0.88112;0.0394628;-0.802458;-1.65092;-2.51169;-3.38955;-4.28802;-5.2093;-6.15434;-7.12302;-8.11447;-9.12726;-10.1596;-11.2096;-12.2751;-13.3542;-14.4447;-15.5447;-16.6521;-17.7651;-18.8817;-20
20;18.8931;17.7883;16.6873;15.5923;14.5049;13.4271;12.3608;11.3076;10.2695;9.24808;8.24476;7.2608;6.29704;5.35382;4.43076;3.52664;2.63929;1.76556;0.901371;0.0419972;-0.817679;-1.68277;-2.55801;-3.44746;-4.35427;-5.28058;-6.22758;-7.19561;-8.18429;-9.1927;-10.2196;-11.2633;-12.3222;-13.3944;-14.478;-15.5711;-16.6718;-17.7781;-18.8882;-20
20;18.8987;17.7995;16.7043;15.6149;14.5334;13.4613;12.4007;11.353;10.3199;9.30275;8.30276;7.3208;6.35734;5.41236;4.48522;3.57458;2.67833;1.7936;0.916875;0.0441127;-0.828981;-1.7067;-2.59308;-3.49162;-4.40517;-5.33581;-6.28484;-7.25285;-8.23981;-9.24516;-10.268;-11.307;-12.3607;-13.4274;-14.5055;-15.5931;-16.6882;-17.789;-18.8936;-20
20;18.9032;17.8085;16.7178;15.633;14.5559;13.4884;12.4321;11.3885;10.3591;9.34513;8.34746;7.36675;6.40323;5.45664;4.5262;3.61048;2.70746;1.8145;0.928466;0.0458081;-0.837205;-1.7243;-2.61901;-3.52447;-4.44327;-5.37741;-6.32826;-7.29656;-8.28249;-9.28575;-10.3056;-11.3411;-12.3909;-13.4535;-14.5273;-15.6105;-16.7013;-17.7977;-18.898;-20
20;18.9066;17.8152;16.7279;15.6465;14.5728;13.5085;12.4553;11.4147;10.388;9.37613;8.38001;7.40005;6.43633;5.48844;4.55549;3.63606;2.72816;1.82935;0.936721;0.0470814;-0.84293;-1.73667;-2.63732;-3.54775;-4.4704;-5.40718;-6.35949;-7.32815;-8.31349;-9.31538;-10.3333;-11.3663;-12.4133;-13.4729;-14.5435;-15.6235;-16.711;-17.8042;-18.9012;-20
20;18.9088;17.8197;16.7346;15.6554;14.5839;13.5218;12.4707;11.432;10.4069;9.39642;8.40124;7.4217;6.45778;5.50898;4.57437;3.6525;2.74145;1.83887;0.942029;0.047931;-0.846549;-1.74453;-2.649;-3.56266;-4.48782;-5.42637;-6.37969;-7.34866;-8.33369;-9.33475;-10.3514;-11.3828;-12.428;-13.4857;-14.5542;-15.6321;-16.7175;-17.8085;-18.9034;-20
20;18.9099;17.8219;16.7379;15.6599;14.5895;13.5284;12.4783;11.4405;10.4163;9.40645;8.41172;7.43237;6.46832;5.51906;4.58362;3.66054;2.74795;1.84352;0.944625;0.0483559;-0.848301;-1.74836;-2.65469;-3.56993;-4.49634;-5.43577;-6.3896;-7.35875;-8.34365;-9.34432;-10.3604;-11.391;-12.4354;-13.492;-14.5596;-15.6364;-16.7207;-17.8107;-18.9044;-20
